ID,Name,Classification,Synonyms,Level,Description,CAS Number,PubChem ID,ChEBI ID,FooDB ID,HMDB ID,SMILES,Formula,InChI,InChIKey,Average mass,Mono. mass,No. of Publications,No. of Concentration values,No. of Reproducibility values,No. of Correlation values,No. of Metabolomic associations,No. of Microbiota associations,No. of Cancer associations
1868,Indole,Indoles,"1H-Indole; 2,3-Benzopyrole",Single,"Microbial metabolite identified in gut (table 1 from Donia 2015). Metabolite of tryptophan, produced by bacteria (Fig 2, pmid:29902437). Gut microbiota metabolite of tryptophan (Fig 1, pmid:30120222). Prominent metabolite of tryptophan.",120-72-9,798,16881,FDB012008,HMDB0000738,N1C=CC2=C1C=CC=C2,C8H7N,"InChI=1S/C8H7N/c1-2-4-8-7(3-1)5-6-9-8/h1-6,9H",SIKJAQJRHWYJAI-UHFFFAOYSA-N,117.1479,117.057849229,11,5,0,0,0,11,0
1919,2-Methylbutyric acid (5:0),Methyl-branched fatty acids,2-Methylbutyrate; 2-Methylbutanoic acid; Methylethylacetic acid; Ethylmethylacetic acid; DL-2-Methylbutyric acid,Single,Microbial metabolite derived from SCFAs but also from amino acids. Many of the less-common SCFAs are also the products of reductive amino acid metabolism (Donia 2015).,116-53-0,8314,37070,FDB008135,HMDB0002176,CCC(C)C(O)=O,C5H10O2,"InChI=1S/C5H10O2/c1-3-4(2)5(6)7/h4H,3H2,1-2H3,(H,6,7)",WLAMNBDJUVNPJU-UHFFFAOYSA-N,102.1317,102.068079564,6,5,0,0,0,4,0
2367,Toluene,Toluenes,Methylbenzene; Phenylmethane,Single,,108-88-3,1140,17578,FDB012454,HMDB0034168,CC1=CC=CC=C1,C7H8,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",YXFVVABEGXRONW-UHFFFAOYSA-N,92.1384,92.062600256,2,1,0,0,0,1,0
1921,Isocaproic acid (6:0),Methyl-branched fatty acids,"Isohexanoic acid; 4-Methylpentanoic acid; 4-Methyl-N-valeric acid; 4-Methylvaleric acid; 4,4-Dimethylbutanoic acid; Isobutylacetic acid",Single,Microbial metabolite derived from SCFAs but also from amino acids. Many of the less-common SCFAs are also the products of reductive amino acid metabolism (Donia 2015).,646-07-1,12587,74903,FDB008206,HMDB0000689,CC(C)CCC(O)=O,C6H12O2,"InChI=1S/C6H12O2/c1-5(2)3-4-6(7)8/h5H,3-4H2,1-2H3,(H,7,8)",FGKJLKRYENPLQH-UHFFFAOYSA-N,116.1583,116.083729628,5,1,0,0,0,6,0
2008,m-Cresol,Meta cresols,3-Cresol; Metacresol; 3-Methylphenol; 1-Hydroxy-3-methylbenzene; 1-Methyl-3-hydroxybenzene; 3-Hydroxytoluene,Single,,108-39-4,342,17231,FDB008788,HMDB0002048,CC1=CC(O)=CC=C1,C7H8O,"InChI=1S/C7H8O/c1-6-3-2-4-7(8)5-6/h2-5,8H,1H3",RLSSMJSEOOYNOY-UHFFFAOYSA-N,108.1378,108.057514878,1,1,0,0,0,1,0
2136,Norvaline,L-alpha-amino acids,L-Norvaline; 2-Aminopentanoic acid; 2-Aminovaleric acid; alpha-L-Aminopentanoic acid; (S)-2-Aminopentanoic acid,Single,,6600-40-4,65098,18314,,,CCC[C@H](N)C(O)=O,C5H11NO2,"InChI=1S/C5H11NO2/c1-2-3-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1",SNDPXSYFESPGGJ-BYPYZUCNSA-N,117.1463,117.078978601,2,2,0,0,0,1,0
2138,Pelargonic acid (9:0),Medium-chain fatty acids,Nonanoic acid; 1-Octanecarboxylic acid,Single,,112-05-0,8158,29019,FDB003306,HMDB0000847,CCCCCCCCC(O)=O,C9H18O2,"InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)",FBUKVWPVBMHYJY-UHFFFAOYSA-N,158.238,158.13067982,1,2,0,0,0,1,0
1979,5beta-Coprostanol,Cholesterols and derivatives,"Coprosterol; (3-beta,5-beta)-Cholestan-3-ol; 3-beta-Cholestanol; 3-beta-Hydroxycholestane; 3beta-Hydroxy-5beta-cholestanol; Stercorin",Single,,360-68-9,221122,89519,FDB022125,HMDB0000577,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,C27H48O,"InChI=1S/C27H48O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h18-25,28H,6-17H2,1-5H3/t19-,20-,21+,22+,23-,24+,25+,26+,27-/m1/s1",QYIXCDOBOSTCEI-NWKZBHTNSA-N,388.6694,388.370516158,4,0,0,0,0,3,0
1960,7-Ketodeoxycholic acid,"Dihydroxy bile acids, alcohols and derivatives","3alpha,12alpha-Dihydroxy-7-oxo-5beta-cholanoic acid; 3alpha,12alpha-Dihydroxy-7-keto-5beta-cholanic acid; 7-Oxodeoxycholic acid",Single,Main degradation product from cholic acid by enterobacteria (pmid:5806939).,911-40-0,188292,16390,FDB022009,HMDB0000391,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])C(=O)C[C@]2([H])C[C@H](O)CC[C@]12C,C24H38O5,"InChI=1S/C24H38O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-18,20,22,25,27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16-,17+,18+,20+,22+,23+,24-/m1/s1",RHCPKKNRWFXMAT-RRWYKFPJSA-N,406.5555,406.271924326,7,0,0,0,0,6,0
1958,7-Ketolithocholic acid,"Monohydroxy bile acids, alcohols and derivatives",3-alpha-Hydroxy-7-oxo-5-beta-cholanoic acid; Nutriacholic acid; 7-Oxolithocholic acid,Single,A secondary bile acid commonly found in the feces of humans and other animals and formed from chenodeoxycholic acid through the action of intestinal bacteria (pmid:7084613).,4651-67-6,53477693,82679,FDB022059,HMDB0000467,[H][C@@]12CCC([C@@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C(=O)C[C@]2([H])C[C@H](O)CC[C@]12C,C24H38O4,"InChI=1S/C24H38O4/c1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h14-19,22,25H,4-13H2,1-3H3,(H,27,28)/t14-,15-,16+,17?,18-,19-,22-,23-,24+/m0/s1",DXOCDBGWDZAYRQ-QPVZPPSOSA-N,390.5561,390.277009704,8,0,0,0,0,10,0
2304,Deoxycytidine monophosphate,Pyrimidine 2'-deoxyribonucleoside monophosphates,2'-Deoxycytidine 5'-monophosphate; Deoxycytidylic acid; dCMP,Single,A deoxyribonucleotide.,1032-65-1,13945,15918,FDB022488,HMDB0001202,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1,C9H14N3O7P,"InChI=1S/C9H14N3O7P/c10-7-1-2-12(9(14)11-7)8-3-5(13)6(19-8)4-18-20(15,16)17/h1-2,5-6,8,13H,3-4H2,(H2,10,11,14)(H2,15,16,17)/t5-,6+,8+/m0/s1",NCMVOABPESMRCP-SHYZEUOFSA-N,307.1971,307.056936329,2,0,0,0,0,1,0
2309,N-Methylalanine,Alanine and derivatives,(S)-2-Methylaminopropanoic acid; N-Methyl-L-alanine,Single,,3913-67-5,5288725,17519,,HMDB0094692,[H][C@@](C)(NC)C(O)=O,C4H9NO2,"InChI=1S/C4H9NO2/c1-3(5-2)4(6)7/h3,5H,1-2H3,(H,6,7)/t3-/m0/s1",GDFAOVXKHJXLEI-VKHMYHEASA-N,103.1198,103.063328537,2,0,0,0,0,1,0
2222,Saccharopine,Glutamic acid and derivatives,L-Saccharopine,Single,An intermediate in the metabolism of amino acid lysine.,997-68-2,160556,16927,FDB000461,HMDB0000279,N[C@@H](CCCCN[C@@H](CCC(O)=O)C(O)=O)C(O)=O,C11H20N2O6,"InChI=1S/C11H20N2O6/c12-7(10(16)17)3-1-2-6-13-8(11(18)19)4-5-9(14)15/h7-8,13H,1-6,12H2,(H,14,15)(H,16,17)(H,18,19)/t7-,8-/m0/s1",ZDGJAHTZVHVLOT-YUMQZZPRSA-N,276.2863,276.132136382,2,0,0,0,0,1,0
2450,"1,3-Propanediol",Primary alcohols,"Propane-1,3-diol; Trimethylene glycol; 1,3-Dihydroxypropane",Single,,504-63-2,10442,,,,OCCCO,C3H8O2,"InChI=1S/C3H8O2/c4-2-1-3-5/h4-5H,1-3H2",YPFDHNVEDLHUCE-UHFFFAOYSA-N,76.0944,76.0524295,2,0,0,0,0,1,0
2333,Allodeoxycholic acid,"Dihydroxy bile acids, alcohols and derivatives","3alpha,12alpha-Dihydroxy-5alpha-cholanoic acid",Single,,,5283833,81276,FDB022065,HMDB0000478,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,C24H40O4,"InChI=1S/C24H40O4/c1-14(4-9-22(27)28)18-7-8-19-17-6-5-15-12-16(25)10-11-23(15,2)20(17)13-21(26)24(18,19)3/h14-21,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15+,16-,17+,18-,19+,20+,21+,23+,24-/m1/s1",KXGVEGMKQFWNSR-WFTUMUMQSA-N,392.58,392.292659768,3,1,0,0,0,2,0
2280,Ursocholic acid,"Trihydroxy bile acids, alcohols and derivatives","3alpha,7beta,12alpha-Trihydroxy-5beta-cholanoic acid",Single,,2955-27-3,122340,81240,FDB022316,HMDB0000917,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])[C@@H](O)C[C@]2([H])C[C@H](O)CC[C@]12C,C24H40O5,"InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16-,17+,18+,19+,20+,22+,23+,24-/m1/s1",BHQCQFFYRZLCQQ-UTLSPDKDSA-N,408.5714,408.28757439,3,3,0,0,0,1,0
1913,Skatole,3-methylindoles,"3-Methylindole; beta-Methylindole; 3-Methyl-4,5-benzopyrrole; 3-Methyl-1H-indole",Single,"Microbial metabolite identified in gut (table 1 from Donia 2015). Gut microbiota metabolite of tryptophan (Fig 1, pmid:30120222).",83-34-1,6736,9171,FDB004302,HMDB0000466,CC1=CNC2=CC=CC=C12,C9H9N,"InChI=1S/C9H9N/c1-7-6-10-9-5-3-2-4-8(7)9/h2-6,10H,1H3",ZFRKQXVRDFCRJG-UHFFFAOYSA-N,131.1745,131.073499293,2,3,0,0,0,1,0
2364,4-Caffeoylquinic acid,Quinic acids and derivatives,Cryptochlorogenic acid; CAS:87099-73-8,Single,,905-99-7,9798666,75491,FDB002561,HMDB0030653,O[C@@H]1CC(O)(C[C@@H](O)C1OC(=O)\C=C\C1=CC(O)=C(O)C=C1)C(O)=O,C16H18O9,"InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(21)25-14-11(19)6-16(24,15(22)23)7-12(14)20/h1-5,11-12,14,17-20,24H,6-7H2,(H,22,23)/b4-2+/t11-,12-,14?,16?/m1/s1",GYFFKZTYYAFCTR-AVXJPILUSA-N,354.311,354.09508216,2,0,0,0,0,1,0
2307,Cytidine 5'-monophosphate,Pyrimidine ribonucleoside monophosphates,Cytidine 5'-phosphate; Cytidine monophosphate; Cytidylic acid; CMP,Single,A ribonucleotide.,63-37-6,6131,23521,FDB030736,HMDB0000095,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,C9H14N3O8P,"InChI=1S/C9H14N3O8P/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(20-8)3-19-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H2,10,11,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1",IERHLVCPSMICTF-XVFCMESISA-N,323.1965,323.051850951,2,0,0,0,0,1,0
2305,Deoxyadenosine monophosphate,Purine 2'-deoxyribonucleoside monophosphates,2'-Deoxyadenosine 5'-monophosphate; Deoxyadenylic acid; dAMP; 2'-Deoxy-5'-adenosine monophosphate,Single,A deoxyribonucleotide.,653-63-4,12599,17713,FDB022311,HMDB0000905,NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1,C10H14N5O6P,"InChI=1S/C10H14N5O6P/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(21-7)2-20-22(17,18)19/h3-7,16H,1-2H2,(H2,11,12,13)(H2,17,18,19)/t5-,6+,7+/m0/s1",KHWCHTKSEGGWEX-RRKCRQDMSA-N,331.2218,331.068169717,2,0,0,0,0,1,0
2306,Deoxythymidine monophosphate,Pyrimidine 2'-deoxyribonucleoside monophosphates,Deoxyribosylthymine monophosphate; 5'-Thymidylic acid; Thymidine-5'-monophosphoric acid; dTMP; Thymidine monophosphate; TMP; Thymidylic acid; Deoxythymidylic acid,Single,A deoxyribonucleotide.,365-07-1,9700,17013,FDB030840,HMDB0001227,CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)C(=O)NC1=O,C10H15N2O8P,"InChI=1S/C10H15N2O8P/c1-5-3-12(10(15)11-9(5)14)8-2-6(13)7(20-8)4-19-21(16,17)18/h3,6-8,13H,2,4H2,1H3,(H,11,14,15)(H2,16,17,18)/t6-,7+,8+/m0/s1",GYOZYWVXFNDGLU-XLPZGREQSA-N,322.2085,322.056601978,3,0,0,0,0,1,0
1951,Indoleacrylic acid,Indoles,Indoleacrylate; 3-Indoleacrylate; Indole-3-acrylic acid; IA,Single,"Metabolite of tryptophan, produced by bacteria (Fig 2, pmid:29902437). Gut microbiota metabolite of tryptophan (Fig 1, pmid:30120222). Produced by Peptostreptococcus species (pmid:28704649).",1204-06-4,5375048,90333,FDB000938,HMDB0000734,OC(=O)\C=C\C1=CNC2=C1C=CC=C2,C11H9NO2,"InChI=1S/C11H9NO2/c13-11(14)6-5-8-7-12-10-4-2-1-3-9(8)10/h1-7,12H,(H,13,14)/b6-5+",PLVPPLCLBIEYEA-AATRIKPKSA-N,187.198,187.063328534,3,0,0,0,0,3,0
1956,3-Dehydrocholic acid,"Dihydroxy bile acids, alcohols and derivatives","7alpha,12alpha-Dihydroxy-3-oxo-5beta-cholanoic acid; 7,12-Dihydroxy-3-oxocholanoic acid; 3-Oxocholate; 3-Ketocholic acid",Single,,2304-89-4,5283956,88108,FDB022080,HMDB0000502,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(O)=O,C24H38O5,"InChI=1S/C24H38O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-14,16-20,22,26-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1",OEKUSRBIIZNLHZ-DJDNIQJZSA-N,406.563,406.271924324,4,0,0,0,0,2,0
2439,Agmatine,Guanidines,(4-Aminobutyl)guanidine; N-(4-aminobutyl)guanidine,Single,Decarboxylation product of arginine. Isolated from several plant and animal sources. Precursor for polyamine synthesis.,306-60-5,199,17431,FDB008310,HMDB0001432,NCCCCNC(N)=N,C5H14N4,"InChI=1S/C5H14N4/c6-3-1-2-4-9-5(7)8/h1-4,6H2,(H4,7,8,9)",QYPPJABKJHAVHS-UHFFFAOYSA-N,130.1915,130.121846468,2,0,0,0,0,1,0
2249,Guanine,Purines and purine derivatives,2-Amino-6-hydroxypurine; 2-Aminohypoxanthine,Single,"One of the four main bases found in DNA and RNA, which are adenine, cytosine, guanine, and thymine (uracil in RNA).",73-40-5,135398634,16235,FDB004222,HMDB0000132,NC1=NC(=O)C2=C(N1)N=CN2,C5H5N5O,"InChI=1S/C5H5N5O/c6-5-9-3-2(4(11)10-5)7-1-8-3/h1H,(H4,6,7,8,9,10,11)",UYTPUPDQBNUYGX-UHFFFAOYSA-N,151.1261,151.049409807,4,0,0,0,0,1,0
2116,Homogentisic acid,2(hydroxyphenyl)acetic acids,"Melanic acid; 2,5-Dihydroxybenzeneacetic acid; 2,5-Dihydroxyphenylacetic acid",Single,,451-13-8,780,44747,FDB030907,HMDB0000130,OC(=O)CC1=C(O)C=CC(O)=C1,C8H8O4,"InChI=1S/C8H8O4/c9-6-1-2-7(10)5(3-6)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)",IGMNYECMUMZDDF-UHFFFAOYSA-N,168.1467,168.042258744,1,1,0,0,0,0,0
2275,Xanthurenic acid,Quinoline carboxylic acids,"4,8-Dihydroxyquinaldic acid; 4,8-Dihydroxyquinoline-2-carboxylic acid; 8-Hydroxykynurenic acid",Single,"Metabolite of kynurenine, produced by host (Fig 2, pmid:29902437).",59-00-7,5699,10072,FDB022297,HMDB0000881,OC(=O)C1=NC2=C(O)C=CC=C2C(O)=C1,C10H7NO4,"InChI=1S/C10H7NO4/c12-7-3-1-2-5-8(13)4-6(10(14)15)11-9(5)7/h1-4,12H,(H,11,13)(H,14,15)",FBZONXHGGPHHIY-UHFFFAOYSA-N,205.1669,205.037507717,1,1,0,0,0,0,0
2243,Fructose,C-glycosyl compounds,D-Fructose; beta-D-Fructofuranose; beta-Levulose; beta-D-Fructose,Single,,53188-23-1,439709,28645,FDB031286,HMDB0000660,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,C6H12O6,"InChI=1S/C6H12O6/c7-1-3-4(9)5(10)6(11,2-8)12-3/h3-5,7-11H,1-2H2/t3-,4-,5+,6-/m1/s1",RFSUNEUAIZKAJO-ARQDHWQXSA-N,180.1559,180.063388116,1,1,0,0,0,0,0
2260,Maltose,O-glycosyl compounds,D-Maltose; Maltobiose; Malt sugar; 4-O-alpha-D-Glucopyranosyl-D-glucose,Single,A disaccharide formed from two units of glucose joined with an alpha(1->4) bond.,69-79-4,10991489,17306,FDB001193,HMDB0000163,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,C12H22O11,"InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8+,9-,10-,11+,12-/m1/s1",GUBGYTABKSRVRQ-DKBJLJRDSA-N,342.2965,342.116211546,1,1,0,0,0,0,0
2387,Metanephrine,Methoxyphenols,3-Methoxyadrenaline; 4-Hydroxy-3-methoxy-N-methylphenethanolamine,Single,Metanephrine is a metabolite of epinephrine.,5001-33-2,21100,89633,FDB023296,HMDB0004063,CNCC(O)C1=CC(OC)=C(O)C=C1,C10H15NO3,"InChI=1S/C10H15NO3/c1-11-6-9(13)7-3-4-8(12)10(5-7)14-2/h3-5,9,11-13H,6H2,1-2H3",JWJCTZKFYGDABJ-UHFFFAOYSA-N,197.231,197.105193351,3,2,0,0,0,2,0
1935,Homoserine,L-alpha-amino acids,Isothreonine; L-Homoserine; 2-Amino-4-hydroxybutyric acid,Single,,672-15-1,12647,15699,FDB000521,HMDB0000719,N[C@@H](CCO)C(O)=O,C4H9NO3,"InChI=1S/C4H9NO3/c5-3(1-2-6)4(7)8/h3,6H,1-2,5H2,(H,7,8)/t3-/m0/s1",UKAUYVFTDYCKQA-VKHMYHEASA-N,119.1192,119.058243159,4,1,0,0,0,3,0
2255,Cystine,L-cysteine-S-conjugates,"L-Cystine; Cysteine disulfide; Dicysteine; beta,beta'-Dithiodialanine; L-alpha-Diamino-beta-dithiolactic acid",Single,Dimeric form of cysteine.,56-89-3,67678,16283,,HMDB0000192,N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O,C6H12N2O4S2,"InChI=1S/C6H12N2O4S2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)/t3-,4-/m0/s1",LEVWYRKDKASIDU-IMJSIDKUSA-N,240.3,240.023848262,2,2,0,0,0,0,0
2165,Normetanephrine,Methoxyphenols,,Single,,97-31-4,1237,89951,FDB022265,HMDB0000819,COC1=CC(=CC=C1O)C(O)CN,C9H13NO3,"InChI=1S/C9H13NO3/c1-13-9-4-6(8(12)5-10)2-3-7(9)11/h2-4,8,11-12H,5,10H2,1H3",YNYAYWLBAHXHLL-UHFFFAOYSA-N,183.2044,183.089543287,3,1,0,0,0,2,0
2234,Adenosine,Purine nucleosides,A ribonucleotide.,Single,6-Amino-9-beta-D-ribofuranosyl-9H-purine; Adenine nucleoside,58-61-7,60961,16335,FDB003554,HMDB0000050,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1,C10H13N5O4,"InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7-,10-/m1/s1",OIRDTQYFTABQOQ-KQYNXXCUSA-N,267.2413,267.096753929,2,2,0,0,0,0,0
1952,p-Aminobenzoic acid,Aminobenzoic acids,p-Aminobenzoate; PABA; 4-Aminobenzoate; gamma-Aminobenzoic acid; Aminobenzoic acid,Single,,150-13-0,978,30753,FDB001037,HMDB0001392,NC1=CC=C(C=C1)C(O)=O,C7H7NO2,"InChI=1S/C7H7NO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,8H2,(H,9,10)",ALYNCZNDIQEVRV-UHFFFAOYSA-N,137.136,137.047678473,2,1,0,0,0,1,0
2382,Leucylproline,Dipeptides,L-Leucyl-L-proline; Leucyl-proline; Leu-Pro,Single,,6403-35-6,80817,73580,FDB027947,HMDB0011175,CC(C)C[C@H](N)C(=O)N1CCC[C@H]1C(O)=O,C11H20N2O3,"InChI=1S/C11H20N2O3/c1-7(2)6-8(12)10(14)13-5-3-4-9(13)11(15)16/h7-9H,3-6,12H2,1-2H3,(H,15,16)/t8-,9-/m0/s1",VTJUNIYRYIAIHF-IUCAKERBSA-N,228.292,228.147392512,2,1,0,0,0,1,0
2130,Norleucine,L-alpha-amino acids,L-Norleucine; (S)-2-Aminohexanoic acid; 2-Aminocaproic acid; 2-Aminohexanoic acid,Single,,327-57-1,21236,18347,FDB022699,HMDB0001645,CCCC[C@H](N)C(O)=O,C6H13NO2,"InChI=1S/C6H13NO2/c1-2-3-4-5(7)6(8)9/h5H,2-4,7H2,1H3,(H,8,9)/t5-/m0/s1",LRQKBLKVPFOOQJ-YFKPBYRVSA-N,131.1729,131.094628665,2,1,0,0,0,1,0
1912,Tryptamine,Tryptamines and derivatives,1H-Indole-3-ethanamine,Single,"Microbial metabolite identified in gut (table 1 from Donia 2015). Metabolite of tryptophan, produced by bacteria (Fig 2, pmid:29902437). Gut microbiota metabolite of tryptophan (Fig 1, pmid:30120222). Can act as a biogenic amine neurotransmitter.",61-54-1,1150,16765,FDB000917,HMDB0000303,NCCC1=CNC2=C1C=CC=C2,C10H12N2,"InChI=1S/C10H12N2/c11-6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6,11H2",APJYDQYYACXCRM-UHFFFAOYSA-N,160.2157,160.100048394,6,1,0,0,0,7,0
2103,5-Hydroxy-L-tryptophan,Serotonins,5-HTP; Oxitriptan,Single,"Metabolite of tryptophan, serotonin precursor, produced by host (Fig 2, pmid:29902437).",4350-09-8,439280,17780,FDB006231,HMDB0000472,N[C@@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O,C11H12N2O3,"InChI=1S/C11H12N2O3/c12-9(11(15)16)3-6-5-13-10-2-1-7(14)4-8(6)10/h1-2,4-5,9,13-14H,3,12H2,(H,15,16)/t9-/m0/s1",LDCYZAJDBXYCGN-VIFPVBQESA-N,220.2246,220.08479226,2,1,0,0,0,1,0
2250,Guanosine,Purine nucleosides,Guanine riboside; 9-beta-D-Ribofuranosylguanine,Single,A ribonucleoside.,118-00-3,135398635,16750,FDB003632,HMDB0000133,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1,C10H13N5O5,"InChI=1S/C10H13N5O5/c11-10-13-7-4(8(19)14-10)12-2-15(7)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19)/t3-,5-,6-,9-/m1/s1",NYHBQMYGNKIUIF-UUOKFMHZSA-N,283.2407,283.091668551,1,1,0,0,0,0,0
2218,3-Pyridylacetic acid,Pyridines and derivatives,Pyridylacetic acid; 3-Pyridineacetic acid; Pyridine-3-acetic acid,Single,Breakdown product of nicotine metabolism (pmid:3076531).,501-81-5,108,86390,FDB022679,HMDB0001538,OC(=O)CC1=CN=CC=C1,C7H7NO2,"InChI=1S/C7H7NO2/c9-7(10)4-6-2-1-3-8-5-6/h1-3,5H,4H2,(H,9,10)",WGNUNYPERJMVRM-UHFFFAOYSA-N,137.136,137.047678473,2,1,0,0,0,1,0
2090,Indoleethanol,3-alkylindoles,Tryptophol; Indole-3-ethanol; 1H-Indole-3-ethanol; [Tryptophanol],Single,"Metabolite of tryptophan, produced by bacteria (Fig 2, pmid:29902437). Gut microbiota metabolite of tryptophan (Fig 1, pmid:30120222). Identified as a quorum sensing molecule in fungi (pmid:30120222).",526-55-6,10685,17890,FDB010973,HMDB0003447,OCCC1=CNC2=C1C=CC=C2,C10H11NO,"InChI=1S/C10H11NO/c12-6-5-8-7-11-10-4-2-1-3-9(8)10/h1-4,7,11-12H,5-6H2",MBBOMCVGYCRMEA-UHFFFAOYSA-N,161.2004,161.084063979,3,0,0,0,0,2,0
2351,16beta-Hydroxyestradiol,Estrogens and derivatives,16-Epiestriol,Single,,547-81-9,68929,87620,FDB021970,HMDB0000347,[H][C@@]12C[C@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,C18H24O3,"InChI=1S/C18H24O3/c1-18-7-6-13-12-5-3-11(19)8-10(12)2-4-14(13)15(18)9-16(20)17(18)21/h3,5,8,13-17,19-21H,2,4,6-7,9H2,1H3/t13-,14-,15+,16+,17+,18+/m1/s1",PROQIPRRNZUXQM-ZMSHIADSSA-N,288.3814,288.172544634,2,0,0,0,0,1,0
2296,Acetoacetic acid,Short-chain keto acids and derivatives,3-Oxobutyric acid,Single,,541-50-4,96,15344,FDB021801,HMDB0000060,CC(=O)CC(O)=O,C4H6O3,"InChI=1S/C4H6O3/c1-3(5)2-4(6)7/h2H2,1H3,(H,6,7)",WDJHALXBUFZDSR-UHFFFAOYSA-N,102.0886,102.031694058,1,2,0,0,0,0,0
2231,2-Oxo-4-methylthiobutyric acid,Thia fatty acids,alpha-Ketomethionine; 2-Oxomethionine; 4-Methylthio-2-oxobutanoic acid,Single,,583-92-6,473,33574,FDB030353,HMDB0001553,CSCCC(=O)C(O)=O,C5H8O3S,"InChI=1S/C5H8O3S/c1-9-3-2-4(6)5(7)8/h2-3H2,1H3,(H,7,8)",SXFSQZDSUWACKX-UHFFFAOYSA-N,148.18,148.019414812,1,2,0,0,0,0,0
