ID,Name,Classification,Synonyms,Level,Description,CAS Number,PubChem ID,ChEBI ID,FooDB ID,HMDB ID,SMILES,Formula,InChI,InChIKey,Average mass,Mono. mass,No. of Microbiota associations,No. of Experimental evidences,Reduced by antibiotics (No. of Publications),Reduced in germ-free animals (No. of Publications),Produced by human faecal bacteria (No. of Publications)
2364,4-Caffeoylquinic acid,Quinic acids and derivatives,Cryptochlorogenic acid; CAS:87099-73-8,Single,,905-99-7,9798666,75491,FDB002561,HMDB0030653,O[C@@H]1CC(O)(C[C@@H](O)C1OC(=O)\C=C\C1=CC(O)=C(O)C=C1)C(O)=O,C16H18O9,"InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(21)25-14-11(19)6-16(24,15(22)23)7-12(14)20/h1-5,11-12,14,17-20,24H,6-7H2,(H,22,23)/b4-2+/t11-,12-,14?,16?/m1/s1",GYFFKZTYYAFCTR-AVXJPILUSA-N,354.311,354.09508216,1,1,0,0,1
2365,Phloroglucinol,Phloroglucinols and derivatives,"1,3,5-Trihydroxybenzene; 1,3,5-Benzenetriol; 3,5-Dihydroxyphenol; 5-Hydroxyresorcinol",Single,,108-73-6,359,16204,FDB013879,HMDB0013675,OC1=CC(O)=CC(O)=C1,C6H6O3,"InChI=1S/C6H6O3/c7-4-1-5(8)3-6(9)2-4/h1-3,7-9H",QCDYQQDYXPDABM-UHFFFAOYSA-N,126.11,126.031694058,9,1,0,0,4
2367,Toluene,Toluenes,Methylbenzene; Phenylmethane,Single,,108-88-3,1140,17578,FDB012454,HMDB0034168,CC1=CC=CC=C1,C7H8,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",YXFVVABEGXRONW-UHFFFAOYSA-N,92.1384,92.062600256,1,1,0,0,1
2369,Indole-3-carboxylic acid,Indolecarboxylic acids and derivatives,1H-Indole-3-carboxylic acid; 3-Carboxyindole; 3-Indoleformic acid; Indole-beta-carboxylic acid,Single,,771-50-6,69867,24809,FDB000935,HMDB0003320,OC(=O)C1=CNC2=CC=CC=C12,C9H7NO2,"InChI=1S/C9H7NO2/c11-9(12)7-5-10-8-4-2-1-3-6(7)8/h1-5,10H,(H,11,12)",KMAKOBLIOCQGJP-UHFFFAOYSA-N,161.1574,161.047678473,2,2,1,0,1
2370,"3,4-Dihydroxybenzaldehyde",Hydroxybenzaldehydes,"Protocatechuic aldehyde; 4-Formyl-1,2-benzenediol; 4-Formyl-1,2-dihydroxybenzene",Single,"3,4-Dihydroxybenzaldehyde, also known as protocatechuic aldehyde, is a phenolic aldehyde, a compound released from cork stoppers into wine.",139-85-5,8768,50205,FDB012060,HMDB0059965,OC1=CC=C(C=O)C=C1O,C7H6O3,"InChI=1S/C7H6O3/c8-4-5-1-2-6(9)7(10)3-5/h1-4,9-10H",IBGBGRVKPALMCQ-UHFFFAOYSA-N,138.1207,138.031694058,2,1,0,0,1
2372,4-Hydroxyphenyl-2-propionic acid,Phenylpropanoic acids,2-(4-Hydroxyphenyl)propionic acid; 2-(4-Hydroxyphenyl)propanoic acid,Single,,938-96-5,102526,,FDB029844,HMDB0041683,CC(C(O)=O)C1=CC=C(O)C=C1,C9H10O3,"InChI=1S/C9H10O3/c1-6(9(11)12)7-2-4-8(10)5-3-7/h2-6,10H,1H3,(H,11,12)",ZHMMPVANGNPCBW-UHFFFAOYSA-N,166.1739,166.062994186,1,1,1,0,0
2373,D-Galactose,Hexoses,alpha-D-Galactose; Galactose,Single,"D-Galactose is an aldohexose that occurs naturally in the D-form in lactose, cerebrosides, gangliosides, and mucoproteins.",3646-73-9,439357,28061,FDB021787,HMDB0000143,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,C6H12O6,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4+,5-,6+/m1/s1",WQZGKKKJIJFFOK-PHYPRBDBSA-N,180.1559,180.063388116,1,1,1,0,0
2374,3-Caffeoylquinic acid,Quinic acids and derivatives,"Neochlorogenic acid; 5-Caffeoylquinic acid [Old IUPAC, before 1976]; KEGG:C17147",Single,There is a confusion between two IUPAC nomenclatures. 5-CQA and 3-CQA should respectively correspond to chlorogenic acid and neochlorogenic acid. However many databases and publications still use the former nomenclature.,906-33-2,5280633,16384,FDB002562,,[H]\C(=C(\[H])C1=CC(O)=C(O)C=C1)C(=O)O[C@]1([H])C[C@](O)(C[C@@]([H])(O)[C@]1([H])O)C(O)=O,C16H18O9,"InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(20)25-12-7-16(24,15(22)23)6-11(19)14(12)21/h1-5,11-12,14,17-19,21,24H,6-7H2,(H,22,23)/b4-2+/t11-,12-,14+,16-/m1/s1",CWVRJTMFETXNAD-NXLLHMKUSA-N,354.3087,354.095082174,2,1,0,0,2
2376,4-Methoxyphenylacetic acid sulfate,Benzene and substituted derivatives,p-Methoxyphenylacetic acid sulfate; p-Methoxy-alpha-toluic acid sulfate; Homoanisic acid sulfate,Single,Degradation product of 2-phenylacetic acid (pmid:23831706).,,,,,,COC1=CC=C(CC(=O)OS(O)(=O)=O)C=C1,C9H10O6S,"InChI=1S/C9H10O6S/c1-14-8-4-2-7(3-5-8)6-9(10)15-16(11,12)13/h2-5H,6H2,1H3,(H,11,12,13)",BNIXYYBYKYRCNY-UHFFFAOYSA-N,246.23,246.019809216,1,1,1,0,0
2377,3-Methyldioxyindole sulfate,Indolines,,Single,,,,,,,CC1(OS(O)(=O)=O)C(=O)NC2=CC=CC=C12,C9H9NO5S,"InChI=1S/C9H9NO5S/c1-9(15-16(12,13)14)6-4-2-3-5-7(6)10-8(9)11/h2-5H,1H3,(H,10,11)(H,12,13,14)",HBGHLPDLTJYZQD-UHFFFAOYSA-N,243.23,243.020143568,1,1,1,0,0
2378,3-Hydroxyanthranilic acid,Hydroxybenzoic acid derivatives,2-Amino-3-hydroxybenzoic acid,Single,,548-93-6,86,15793,FDB010582,HMDB0001476,NC1=C(O)C=CC=C1C(O)=O,C7H7NO3,"InChI=1S/C7H7NO3/c8-6-4(7(10)11)2-1-3-5(6)9/h1-3,9H,8H2,(H,10,11)",WJXSWCUQABXPFS-UHFFFAOYSA-N,153.1354,153.042593095,1,1,1,0,0
2379,Succinyladenosine,Purine nucleosides,N-(9-beta-D-ribofuranosyl-9H-purin-6-yl)-L-aspartic acid,Single,,4542-23-8,20849086,71169,FDB022314,HMDB0000912,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N[C@@H](CC(O)=O)C(O)=O)N=CN=C12,C14H17N5O8,"InChI=1S/C14H17N5O8/c20-2-6-9(23)10(24)13(27-6)19-4-17-8-11(15-3-16-12(8)19)18-5(14(25)26)1-7(21)22/h3-6,9-10,13,20,23-24H,1-2H2,(H,21,22)(H,25,26)(H,15,16,18)/t5-,6+,9+,10+,13+/m0/s1",VKGZCEJTCKHMRL-VWJPMABRSA-N,383.3135,383.107712545,1,1,1,0,0
2380,5-Hydroxy-6-methoxyindole glucuronide,Phenolic glycosides,,Single,,77463-71-9,196512,,FDB027515,HMDB0010363,COC1=C(O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)C=C2C=CNC2=C1,C15H17NO8,"InChI=1S/C15H17NO8/c1-22-8-5-7-6(2-3-16-7)4-9(8)23-15-12(19)10(17)11(18)13(24-15)14(20)21/h2-5,10-13,15-19H,1H3,(H,20,21)/t10-,11-,12+,13-,15+/m0/s1",MLRMPLSCFCMXGJ-DKBOKBLXSA-N,339.2974,339.095416525,1,1,1,0,0
2381,2-Oxoarginine,Short-chain keto acids and derivatives,2-oxo-5-Guanidinopentanoic acid; 5-Guanidino-2-oxovaleric acid; alpha-Keto-delta-guanidinovaleric acid; 5-Carbamimidamido-2-oxopentanoic acid; 5-Guanidino-2-oxopentanoic acid,Single,,3715-10-4,558,28116,FDB023338,HMDB0004225,NC(=N)NCCCC(=O)C(O)=O,C6H11N3O3,"InChI=1S/C6H11N3O3/c7-6(8)9-3-1-2-4(10)5(11)12/h1-3H2,(H,11,12)(H4,7,8,9)",ARBHXJXXVVHMET-UHFFFAOYSA-N,173.1698,173.080041233,1,1,1,0,0
2382,Leucylproline,Dipeptides,L-Leucyl-L-proline; Leucyl-proline; Leu-Pro,Single,,6403-35-6,80817,73580,FDB027947,HMDB0011175,CC(C)C[C@H](N)C(=O)N1CCC[C@H]1C(O)=O,C11H20N2O3,"InChI=1S/C11H20N2O3/c1-7(2)6-8(12)10(14)13-5-3-4-9(13)11(15)16/h7-9H,3-6,12H2,1-2H3,(H,15,16)/t8-,9-/m0/s1",VTJUNIYRYIAIHF-IUCAKERBSA-N,228.292,228.147392512,1,1,1,0,0
2384,Homovanillic acid sulfate,Phenylsulfates,,Single,,,29981063,88405,FDB028403,HMDB0011719,COC1=C(OS(O)(=O)=O)C=CC(CC(O)=O)=C1,C9H10O7S,"InChI=1S/C9H10O7S/c1-15-8-4-6(5-9(10)11)2-3-7(8)16-17(12,13)14/h2-4H,5H2,1H3,(H,10,11)(H,12,13,14)",IACOAKYXFIWAQN-UHFFFAOYSA-N,262.237,262.014723364,1,1,1,0,0
2385,Lysophosphatidylcholine C20:4,1-acyl-sn-glycero-3-phosphocholines,"LysoPC(20:4(5Z,8Z,11Z,14Z)/0:0); 1-Arachidonoyl-glycero-3-phosphocholine",Single,,,24779476,74344,FDB027546,HMDB0010395,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C,C28H50NO7P,"InChI=1S/C28H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h9-10,12-13,15-16,18-19,27,30H,5-8,11,14,17,20-26H2,1-4H3/b10-9-,13-12-,16-15-,19-18-/t27-/m1/s1",LAXQYRRMGGEGOH-JXRLJXCWSA-N,543.6729,543.332489471,1,1,1,0,0
2386,3-O-Methyldopamine,Methoxyphenols,3-Methoxytyramine; 5-(2-Aminoethyl)guaiacol; Methoxytyramine; 4-(2-Amino-ethyl)-2-methoxy-phenol,Single,,554-52-9,1669,1582,FDB021876,HMDB0000022,COC1=C(O)C=CC(CCN)=C1,C9H13NO2,"InChI=1S/C9H13NO2/c1-12-9-6-7(4-5-10)2-3-8(9)11/h2-3,6,11H,4-5,10H2,1H3",DIVQKHQLANKJQO-UHFFFAOYSA-N,167.205,167.094628665,1,1,1,0,0
2387,Metanephrine,Methoxyphenols,3-Methoxyadrenaline; 4-Hydroxy-3-methoxy-N-methylphenethanolamine,Single,Metanephrine is a metabolite of epinephrine.,5001-33-2,21100,89633,FDB023296,HMDB0004063,CNCC(O)C1=CC(OC)=C(O)C=C1,C10H15NO3,"InChI=1S/C10H15NO3/c1-11-6-9(13)7-3-4-8(12)10(5-7)14-2/h3-5,9,11-13H,6H2,1-2H3",JWJCTZKFYGDABJ-UHFFFAOYSA-N,197.231,197.105193351,2,1,1,0,0
2389,Hydroxypyruvic acid,Beta hydroxy acids and derivatives,3-Hydroxypyruvic acid; 3-Hydroxy-2-oxopropanoic acid; Hydroxypyruvate,Single,,1113-60-6,964,30841,FDB030913,HMDB0001352,OCC(=O)C(O)=O,C3H4O4,"InChI=1S/C3H4O4/c4-1-2(5)3(6)7/h4H,1H2,(H,6,7)",HHDDCCUIIUWNGJ-UHFFFAOYSA-N,104.0615,104.010958616,1,1,1,0,0
2390,Aspartylhistidine,Dipeptides,L-Aspartyl-L-histidine,Single,Dipeptide composed of aspartate and histidine.,,14717808,,,HMDB0028755,NC(CC(O)=O)C(=O)NC(CC1=CN=CN1)C(O)=O,C10H14N4O5,"InChI=1S/C10H14N4O5/c11-6(2-8(15)16)9(17)14-7(10(18)19)1-5-3-12-4-13-5/h3-4,6-7H,1-2,11H2,(H,12,13)(H,14,17)(H,15,16)(H,18,19)",HSPSXROIMXIJQW-UHFFFAOYSA-N,270.242,270.096419578,1,1,1,0,0
2391,2-Oxobutyric acid,Short-chain keto acids and derivatives,2-Oxobutanoic acid; 2-Ketobutyric acid; 2-Ketobutanoic acid; alpha-Ketobutyric acid; 3-Methylpyruvic acid,Single,,600-18-0,58,30831,FDB030356,HMDB0000005,CCC(=O)C(O)=O,C4H6O3,"InChI=1S/C4H6O3/c1-2-3(5)4(6)7/h2H2,1H3,(H,6,7)",TYEYBOSBBBHJIV-UHFFFAOYSA-N,102.0886,102.031694058,1,1,1,0,0
2392,N-Acetylglycine,N-acyl-alpha amino acids,Acetylglycine; Acetamidoacetic acid; Aceturic acid; Ethanoylaminoethanoic acid,Single,,543-24-8,10972,40410,FDB022100,HMDB0000532,CC(=O)NCC(O)=O,C4H7NO3,"InChI=1S/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)",OKJIRPAQVSHGFK-UHFFFAOYSA-N,117.1033,117.042593095,1,1,1,0,0
2393,5-Methoxydimethyltryptamine,Tryptamines and derivatives,"O-Methylbufotenine; 3-(2-Dimethylaminoethyl)-5-methoxyindole; N,N-Dimethyl-5-methoxy tryptamine; 5-Methoxy-N,N-dimethyltryptamine; 5-MeO-DMT",Single,A psychedelic of the tryptamine class.,1019-45-0,1832,2086,FDB022788,HMDB0002004,COC1=CC2=C(NC=C2CCN(C)C)C=C1,C13H18N2O,"InChI=1S/C13H18N2O/c1-15(2)7-6-10-9-14-13-5-4-11(16-3)8-12(10)13/h4-5,8-9,14H,6-7H2,1-3H3",ZSTKHSQDNIGFLM-UHFFFAOYSA-N,218.2948,218.141913208,1,1,1,0,0
2394,N-Lauroylglycine,N-acyl-alpha amino acids,2-Dodecanamidoacetic acid; N-Dodecanoylglycine; Acylglycine C:12,Single,,,346152,74441,FDB029361,HMDB0013272,CCCCCCCCCCCC(=O)NCC(O)=O,C14H27NO3,"InChI=1S/C14H27NO3/c1-2-3-4-5-6-7-8-9-10-11-13(16)15-12-14(17)18/h2-12H2,1H3,(H,15,16)(H,17,18)",JWGGSJFIGIGFSQ-UHFFFAOYSA-N,257.3691,257.199093735,1,1,1,0,0
2395,Indoxyl glucuronide,O-glucuronides,,Single,,35804-66-1,2733785,,FDB027471,HMDB0010319,O[C@@H]1[C@@H](O)[C@H](OC2=CNC3=CC=CC=C23)O[C@@H]([C@H]1O)C(O)=O,C14H15NO7,"InChI=1S/C14H15NO7/c16-9-10(17)12(13(19)20)22-14(11(9)18)21-8-5-15-7-4-2-1-3-6(7)8/h1-5,9-12,14-18H,(H,19,20)/t9-,10-,11+,12-,14+/m0/s1",KUYNOZVWCFXSNE-BYNIDDHOSA-N,309.2714,309.084851839,1,1,0,1,0
2405,Uric acid,Xanthines,"7,9-Dihydro-1H-purine-2,6,8(3H)-trione; 1H-Purine-2,6,8-triol; 2,6,8-Trihydroxypurine; 2,6,8-Trioxopurine; Urate",Single,"A product of the metabolic breakdown of purine nucleotides, and a normal component of urine.",69-93-2,1175,17775,FDB015350,HMDB0000289,O=C1NC2=C(N1)C(=O)NC(=O)N2,C5H4N4O3,"InChI=1S/C5H4N4O3/c10-3-1-2(7-4(11)6-1)8-5(12)9-3/h(H4,6,7,8,9,10,11,12)",LEHOTFFKMJEONL-UHFFFAOYSA-N,168.1103,168.028340014,2,2,1,1,0
2406,"2,4,5-Trihydroxypentanoic acid",Short-chain hydroxy acids and derivatives,3-Deoxypentonic acid,Single,,50480-12-1,30694,,,,OCC(O)CC(O)C(O)=O,C5H10O5,"InChI=1S/C5H10O5/c6-2-3(7)1-4(8)5(9)10/h3-4,6-8H,1-2H2,(H,9,10)",RSKGLBJVIAQRMC-UHFFFAOYSA-N,150.13,150.052823422,1,1,1,0,0
2407,Gentiobiose,O-glycosyl compounds,beta-D-Glucosyl-(1->6)-D-glucose,Single,,554-91-6,441422,28066,,,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,C12H22O11,"InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11-,12-/m1/s1",DLRVVLDZNNYCBX-LIZSDCNHSA-N,342.297,342.116211528,1,1,1,0,0
2408,Orotic acid,Pyrimidinecarboxylic acids,"2,6-Dihydroxy-4-pyrimidinecarboxylic acid; 6-Uracilcarboxylic acid; 6-Carboxyuracil",Single,An intermediate product in pyrimidine synthesis which plays a role in chemical conversions between dihydrofolate and tetrahydrofolate.,65-86-1,967,16742,FDB012327,HMDB0000226,OC(=O)C1=CC(=O)NC(=O)N1,C5H4N2O4,"InChI=1S/C5H4N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h1H,(H,9,10)(H2,6,7,8,11)",PXQPEWDEAKTCGB-UHFFFAOYSA-N,156.0963,156.017106626,1,1,1,0,0
2424,4-Ethylphenol,1-hydroxy-2-unsubstituted benzenoids,4-Hydroxyethylbenzene,Single,,123-07-9,31242,49584,FDB000358,HMDB0029306,CCC1=CC=C(O)C=C1,C8H10O,"InChI=1S/C8H10O/c1-2-7-3-5-8(9)6-4-7/h3-6,9H,2H2,1H3",HXDOZKJGKXYMEW-UHFFFAOYSA-N,122.1644,122.073164942,2,2,1,1,0
2425,4-Methylcatechol,Catechols,"3,4-Dihydroxytoluene",Single,,452-86-8,9958,17254,FDB008861,HMDB0000873,CC1=CC(O)=C(O)C=C1,C7H8O2,"InChI=1S/C7H8O2/c1-5-2-3-6(8)7(9)4-5/h2-4,8-9H,1H3",ZBCATMYQYDCTIZ-UHFFFAOYSA-N,124.1372,124.0524295,3,2,2,1,0
2426,Resorcinol,Resorcinols,"1,3-Dihydroxybenzene; m-Dihydroxybenzene; 1,3-Benzenediol",Single,,108-46-3,5054,27810,FDB008738,HMDB0032037,OC1=CC(O)=CC=C1,C6H6O2,"InChI=1S/C6H6O2/c7-5-2-1-3-6(8)4-5/h1-4,7-8H",GHMLBKRAJCXXBS-UHFFFAOYSA-N,110.1106,110.036779436,1,1,0,1,0
2427,Pyrogallol,5-unsubstituted pyrrogallols,"1,2,3-Trihydroxybenzene; Pyrogallic acid",Single,,87-66-1,1057,16164,FDB008735,HMDB0013674,OC1=CC=CC(O)=C1O,C6H6O3,"InChI=1S/C6H6O3/c7-4-2-1-3-5(8)6(4)9/h1-3,7-9H",WQGWDDDVZFFDIG-UHFFFAOYSA-N,126.11,126.031694058,12,1,0,0,5
2428,"1-(3',4'-Dihydroxyphenyl)-3-(2'',4'',6''-trihydroxyphenyl)propan-alpha2-ol",Cinnamylphenols,,Single,,,,,,,O[C@@H](CC1=CC(O)=C(O)C=C1)CC1=C(O)C=C(O)C=C1O,C15H16O6,"InChI=1S/C15H16O6/c16-9(3-8-1-2-12(18)15(21)4-8)5-11-13(19)6-10(17)7-14(11)20/h1-2,4,6-7,9,16-21H,3,5H2/t9-/m0/s1",OFUFTNROAPAIQL-VIFPVBQESA-N,292.287,292.094688235,2,1,0,0,1
2429,"1-(3',4'-Dihydroxyphenyl)-3-(2'',4'',6''-trihydroxyphenyl)propan-beta2-ol",Cinnamylphenols,,Single,,,,,,,O[C@H](CC1=CC=C(O)C(O)=C1)CC1=C(O)C=C(O)C=C1O,C15H16O6,"InChI=1S/C15H16O6/c16-9(3-8-1-2-12(18)15(21)4-8)5-11-13(19)6-10(17)7-14(11)20/h1-2,4,6-7,9,16-21H,3,5H2/t9-/m1/s1",OFUFTNROAPAIQL-SECBINFHSA-N,292.287,292.094688235,1,1,0,0,1
2430,"1-(3'-Hydroxyphenyl)-3-(2'',4'',6''-trihydroxyphenyl)propan-alpha2-ol",Cinnamylphenols,,Single,,,,,,,O[C@@H](CC1=CC=CC(O)=C1)CC1=C(O)C=C(O)C=C1O,C15H16O5,"InChI=1S/C15H16O5/c16-10-3-1-2-9(4-10)5-11(17)6-13-14(19)7-12(18)8-15(13)20/h1-4,7-8,11,16-20H,5-6H2/t11-/m0/s1",FCLPAEDZIOXNSO-NSHDSACASA-N,276.288,276.099773615,2,1,0,0,1
2431,"1-(3'-Hydroxyphenyl)-3-(2'',4'',6''-trihydroxyphenyl)propan-beta2-ol",Cinnamylphenols,,Single,,,,,,,O[C@H](CC1=CC=CC(O)=C1)CC1=C(O)C=C(O)C=C1O,C15H16O5,"InChI=1S/C15H16O5/c16-10-3-1-2-9(4-10)5-11(17)6-13-14(19)7-12(18)8-15(13)20/h1-4,7-8,11,16-20H,5-6H2/t11-/m1/s1",FCLPAEDZIOXNSO-LLVKDONJSA-N,276.288,276.099773615,1,1,0,0,1
2432,5-(3'-Hydroxyphenyl)-gamma-valerolactone,1-hydroxy-4-unsubstituted benzenoids,5-(3-Hydroxyphenyl)-gamma-valerolactone,Single,,,3028409,,,,OC1=CC=CC(CC2CCC(=O)O2)=C1,C11H12O3,"InChI=1S/C11H12O3/c12-9-3-1-2-8(6-9)7-10-4-5-11(13)14-10/h1-3,6,10,12H,4-5,7H2",VYWFHBSBNKNWSB-UHFFFAOYSA-N,192.214,192.078644246,8,1,0,0,3
2433,"5-(3',4'-Dihydroxyphenyl)valeric acid",Catechols,"5-(3,4-Dihydroxyphenyl)valeric acid; 5-(3,4-Dihydroxyphenyl)pentanoic acid; 3,4-Dihydroxyphenylvaleric acid",Single,,,49831816,,,,OC(=O)CCCCC1=CC(O)=C(O)C=C1,C11H14O4,"InChI=1S/C11H14O4/c12-9-6-5-8(7-10(9)13)3-1-2-4-11(14)15/h5-7,12-13H,1-4H2,(H,14,15)",KTDWBJGUMIZRHU-UHFFFAOYSA-N,210.2265,210.089208936,7,1,0,0,4
2434,5-(3'-Methoxyphenyl)valeric acid,Anisoles,5-(3-Methoxyphenyl)valeric acid; 5-(3-Methoxyphenyl)pentanoic acid; 5-(m-Methoxyphenyl)valeric acid,Single,,,10584485,,,,COC1=CC=CC(CCCCC(O)=O)=C1,C12H16O3,"InChI=1S/C12H16O3/c1-15-11-7-4-6-10(9-11)5-2-3-8-12(13)14/h4,6-7,9H,2-3,5,8H2,1H3,(H,13,14)",VGEQZPKAGFDVHW-UHFFFAOYSA-N,208.257,208.109944375,1,1,0,0,1
2435,"2'',3''-Dihydroxyphenoxyl-3-(3',4'-dihydroxyphenyl)propionic acid",Phenol esters,,Single,,,,,,,OC1=CC=CC(OC(=O)CCC2=CC(O)=C(O)C=C2)=C1O,C15H14O6,"InChI=1S/C15H14O6/c16-10-6-4-9(8-12(10)18)5-7-14(19)21-13-3-1-2-11(17)15(13)20/h1-4,6,8,16-18,20H,5,7H2",OPGPQCWJWJDNCX-UHFFFAOYSA-N,290.271,290.079038171,1,1,0,0,1
2436,Hydroxyphenylvaleric acid (3- or 4-),Medium-chain fatty acids,,Combined,,,,,,,,,,,,,7,1,0,0,2
2437,Hydroxyphenyl-gamma-valerolactone (3- or 4-),1-hydroxy-4-unsubstituted benzenoids,,Combined,,,,,,,,,,,,,1,1,0,0,1
2438,"1-(3,4-Dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl)propan-2-ol",Cinnamylphenols,,Single,,,21722175,,,,OC(CC1=CC(O)=C(O)C=C1)CC1=C(O)C=C(O)C=C1O,C15H16O6,"InChI=1S/C15H16O6/c16-9(3-8-1-2-12(18)15(21)4-8)5-11-13(19)6-10(17)7-14(11)20/h1-2,4,6-7,9,16-21H,3,5H2",OFUFTNROAPAIQL-UHFFFAOYSA-N,292.287,292.094688235,1,1,0,0,1
2439,Agmatine,Guanidines,(4-Aminobutyl)guanidine; N-(4-aminobutyl)guanidine,Single,Decarboxylation product of arginine. Isolated from several plant and animal sources. Precursor for polyamine synthesis.,306-60-5,199,17431,FDB008310,HMDB0001432,NCCCCNC(N)=N,C5H14N4,"InChI=1S/C5H14N4/c6-3-1-2-4-9-5(7)8/h1-4,6H2,(H4,7,8,9)",QYPPJABKJHAVHS-UHFFFAOYSA-N,130.1915,130.121846468,1,1,0,0,1
2440,2-Methylbutyric acid or isovaleric acid (5:0),Fatty acids and conjugates,,Combined,,,,,,,,,,,,,3,1,0,0,1
2441,Hydroxyphenylacetic acid,Phenylacetic acids,,Combined,,,,,,,,,,,,,2,1,0,0,1
2443,Oxaloacetic acid,Short-chain keto acids and derivatives,Oxaloacetate; Oxalacetic acid; 2-Oxosuccinic acid; 2-Oxobutanedioic acid,Single,Intermediate in the Krebs cycle.,328-42-7,970,30744,FDB031075,HMDB0000223,OC(=O)CC(=O)C(O)=O,C4H4O5,"InChI=1S/C4H4O5/c5-2(4(8)9)1-3(6)7/h1H2,(H,6,7)(H,8,9)",KHPXUQMNIQBQEV-UHFFFAOYSA-N,132.0716,132.005873238,1,1,0,0,1
2444,Nt-Methylhistamine,2-arylethylamines,Ntau-Methylhistamine; 1-Methyl-1H-imidazole-4-ethanamine; 1-Methylhistamine; N1-Methylhistamine; Tele-Methylhistamine,Single,Metabolite of histamine (pmid:6524522).,501-75-7,3614,29009,FDB022306,HMDB0000898,CN1C=NC(CCN)=C1,C6H11N3,"InChI=1S/C6H11N3/c1-9-4-6(2-3-7)8-5-9/h4-5H,2-3,7H2,1H3",FHQDWPCFSJMNCT-UHFFFAOYSA-N,125.1716,125.095297367,1,1,1,0,0
2445,Alanine betaine,Tetraalkylammonium salts,beta-Alanine betaine; N-Trimethylalanine; Trimethylalanine; Propiobetaine; beta-Homobetaine; 3-N-Trimethylaminopropionic acid,Single,,6458-06-6,441440,28825,FDB031282,,C[N+](C)(C)CCC([O-])=O,C6H13NO2,"InChI=1S/C6H13NO2/c1-7(2,3)5-4-6(8)9/h4-5H2,1-3H3",ACZVSMNFVFBOTM-UHFFFAOYSA-N,131.175,131.094628663,3,2,0,1,1
2446,5-Aminovaleric acid betaine,Straight chain fatty acids,"delta-Aminovaleric acid betaine; delta-Valerobetaine; 5-AVAB; N,N,N-Trimethyl-5-aminovaleric acid; TMAVA; 5-Aminopentanoic acid betaine",Single,This betainized compound has been detected in human plasma and positively associated with the intake of carbohydrates (pmid:31504116).,6778-33-2,14274897,145234,,HMDB0240732,C[N+](C)(C)CCCCC([O-])=O,C8H17NO2,"InChI=1S/C8H17NO2/c1-9(2,3)7-5-4-6-8(10)11/h4-7H2,1-3H3",CDLVFVFTRQPQFU-UHFFFAOYSA-N,159.229,159.125928791,7,3,1,2,2
2448,N1-Acetylspermidine,Carboximidic acids,,Single,,14278-49-0,496,17927,FDB022530,HMDB0001276,CC(=O)NCCCNCCCCN,C9H21N3O,"InChI=1S/C9H21N3O/c1-9(13)12-8-4-7-11-6-3-2-5-10/h11H,2-8,10H2,1H3,(H,12,13)",MQTAVJHICJWXBR-UHFFFAOYSA-N,187.2825,187.168462309,4,1,0,0,1
2450,"1,3-Propanediol",Primary alcohols,"Propane-1,3-diol; Trimethylene glycol; 1,3-Dihydroxypropane",Single,,504-63-2,10442,,,,OCCCO,C3H8O2,"InChI=1S/C3H8O2/c4-2-1-3-5/h4-5H,1-3H2",YPFDHNVEDLHUCE-UHFFFAOYSA-N,76.0944,76.0524295,1,1,0,0,1
2453,Purine,Purines and purine derivatives,1H-Purine; 3H-Purine; 7H-Purine; 9H-Purine,Single,,120-73-0,1044,35584,FDB007311,HMDB0001366,N1C=NC2=C1C=NC=N2,C5H4N4,"InChI=1S/C5H4N4/c1-4-5(8-2-6-1)9-3-7-4/h1-3H,(H,6,7,8,9)",KDCGOANMDULRCW-UHFFFAOYSA-N,120.1121,120.043596148,1,1,0,0,1
